workout,start,end,exercise,weight,extraWeight,assistingWeight,distanceFT,reps,warmup,max,fail,checked,setComment,workoutComment,form,sleep,calories,stress
"Monday Evening: Triceps, Chest, Abs etc.",1.7664E+12,1.76641E+12,Chest Fly (Incline Dumbbell),20,,,,12,FALSE,FALSE,FALSE,1.76641E+12,,,10,8,,
"Monday Evening: Triceps, Chest, Abs etc.",1.7664E+12,1.76641E+12,Skullcrusher,20,,,,12,FALSE,FALSE,FALSE,1.76641E+12,,,10,8,,
"Monday Evening: Triceps, Chest, Abs etc.",1.7664E+12,1.76641E+12,Skullcrusher,20,,,,12,FALSE,FALSE,FALSE,1.76641E+12,,,10,8,,
"Monday Evening: Triceps, Chest, Abs etc.",1.7664E+12,1.76641E+12,Skullcrusher,20,,,,12,FALSE,FALSE,FALSE,1.76641E+12,,,10,8,,
"Monday Evening: Triceps, Chest, Abs etc.",1.7664E+12,1.76641E+12,Skullcrusher,20,,,,12,FALSE,FALSE,FALSE,1.76641E+12,,,10,8,,
"Monday Evening: Triceps, Chest, Abs etc.",1.7664E+12,1.76641E+12,Skullcrusher,20,,,,12,FALSE,FALSE,FALSE,1.76641E+12,,,10,8,,
"Monday Evening: Triceps, Chest, Abs etc.",1.7664E+12,1.76641E+12,Skullcrusher,20,,,,12,FALSE,FALSE,FALSE,1.76641E+12,,,10,8,,
"Monday Evening: Triceps, Chest, Abs etc.",1.7664E+12,1.76641E+12,Chest Press (Machine),20,,,,12,FALSE,FALSE,FALSE,1.76641E+12,,,10,8,,
"Monday Evening: Triceps, Chest, Abs etc.",1.7664E+12,1.76641E+12,Chest Press (Machine),20,,,,12,FALSE,FALSE,FALSE,1.76641E+12,,,10,8,,
"Monday Evening: Triceps, Chest, Abs etc.",1.7664E+12,1.76641E+12,Chest Press (Machine),30,,,,12,FALSE,FALSE,FALSE,1.76641E+12,,,10,8,,
"Monday Evening: Triceps, Chest, Abs etc.",1.7664E+12,1.76641E+12,Tricep Pushdown,20,,,,12,FALSE,FALSE,FALSE,1.76641E+12,,,10,8,,
"Monday Evening: Triceps, Chest, Abs etc.",1.7664E+12,1.76641E+12,Tricep Pushdown,20,,,,10,FALSE,FALSE,FALSE,1.76641E+12,,,10,8,,
"Monday Evening: Triceps, Chest, Abs etc.",1.7664E+12,1.76641E+12,Tricep Pushdown,20,,,,9,FALSE,FALSE,FALSE,1.76641E+12,,,10,8,,
"Monday Evening: Triceps, Chest, Abs etc.",1.7664E+12,1.76641E+12,Torso Rotation Machine,100,,,,12,FALSE,FALSE,FALSE,1.76641E+12,,,10,8,,
"Monday Evening: Triceps, Chest, Abs etc.",1.7664E+12,1.76641E+12,Torso Rotation Machine,100,,,,12,FALSE,FALSE,FALSE,1.76641E+12,,,10,8,,
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Bench Press (Dumbbell),25,,,,20,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Bench Press (Dumbbell),25,,,,20,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Bench Press (Dumbbell),25,,,,22,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Shrug,25,,,,16,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Shrug,25,,,,20,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Shrug,25,,,,20,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Row (Dumbbell),34,,,,12,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Row (Dumbbell),34,,,,12,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Row (Dumbbell),34,,,,12,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Kettlebell Swing,25,,,,20,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Kettlebell Swing,25,,,,20,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Kettlebell Swing,25,,,,25,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Bicep Curl (Dumbbell),25,,,,12,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Bicep Curl (Dumbbell),25,,,,12,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Bicep Curl (Dumbbell),25,,,,12,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Kettlebell Halo,25,,,,20,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Kettlebell Halo,25,,,,20,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Kettlebell Halo,25,,,,20,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Tricep Extension (Dumbbell),16,,,,10,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Tricep Extension (Dumbbell),16,,,,12,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Tricep Extension (Dumbbell),16,,,,12,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Hammer Curl (Dumbbell),18,,,,12,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Hammer Curl (Dumbbell),18,,,,12,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Hammer Curl (Dumbbell),18,,,,12,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Chest Fly (Dumbbell),18,,,,12,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Chest Fly (Dumbbell),18,,,,15,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Chest Fly (Dumbbell),18,,,,15,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Lateral Raise (Dumbell),15,,,,10,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Lateral Raise (Dumbell),15,,,,12,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Lateral Raise (Dumbell),15,,,,10,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Neck Curl (Lying),12,,,,10,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Neck Curl (Lying),12,,,,10,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Shoulders, Chest, Biceps etc.",1.7633E+12,1.7633E+12,Neck Curl (Lying),12,,,,10,FALSE,FALSE,FALSE,1.7633E+12,,,,10,9,4
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Bench Press (Dumbbell),25,,,,12,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Bench Press (Dumbbell),25,,,,12,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Bench Press (Dumbbell),25,,,,15,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Chest Fly (Dumbbell),18,,,,12,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Chest Fly (Dumbbell),18,,,,15,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Chest Fly (Dumbbell),18,,,,15,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Tricep Extension (Dumbbell),18,,,,8,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Tricep Extension (Dumbbell),9,,,,15,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Tricep Extension (Dumbbell),9,,,,12,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Bicep Curl (Dumbbell),25,,,,12,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Bicep Curl (Dumbbell),25,,,,12,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Bicep Curl (Dumbbell),25,,,,15,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Hammer Curl (Dumbbell),18,,,,12,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Hammer Curl (Dumbbell),18,,,,12,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Hammer Curl (Dumbbell),18,,,,10,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Row (Dumbbell),34,,,,12,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Row (Dumbbell),34,,,,12,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Row (Dumbbell),34,,,,12,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Lateral Raise (Dumbell),12,,,,12,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Lateral Raise (Dumbell),12,,,,12,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Lateral Raise (Dumbell),12,,,,20,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Kettlebell Halo,25,,,,20,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Kettlebell Halo,25,,,,20,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Kettlebell Halo,25,,,,20,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Shrug,25,,,,15,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Shrug,25,,,,20,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Shrug,25,,,,20,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Neck Curl (Lying),12,,,,10,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Neck Curl (Lying),12,,,,10,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Neck Curl (Lying),12,,,,10,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Kettlebell Swing,25,,,,20,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Kettlebell Swing,25,,,,20,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Thursday Morning: Shoulders, Chest, Biceps etc.",1.76304E+12,1.76304E+12,Kettlebell Swing,25,,,,20,FALSE,FALSE,FALSE,1.76304E+12,,,10,10,7,7
"Monday Morning: Shoulders, Chest, Biceps etc.",1.76278E+12,1.76278E+12,Bench Press (Dumbbell),18,,,,12,FALSE,FALSE,FALSE,1.76278E+12,,,10,10,5,
"Monday Morning: Shoulders, Chest, Biceps etc.",1.76278E+12,1.76278E+12,Bench Press (Dumbbell),18,,,,12,FALSE,FALSE,FALSE,1.76278E+12,,,10,10,5,
"Monday Morning: Shoulders, Chest, Biceps etc.",1.76278E+12,1.76278E+12,Bench Press (Dumbbell),18,,,,15,FALSE,FALSE,FALSE,1.76278E+12,,,10,10,5,
"Monday Morning: Shoulders, Chest, Biceps etc.",1.76278E+12,1.76278E+12,Chest Fly (Dumbbell),18,,,,12,FALSE,FALSE,FALSE,1.76278E+12,,,10,10,5,
"Monday Morning: Shoulders, Chest, Biceps etc.",1.76278E+12,1.76278E+12,Chest Fly (Dumbbell),18,,,,15,FALSE,FALSE,FALSE,1.76278E+12,,,10,10,5,
"Monday Morning: Shoulders, Chest, Biceps etc.",1.76278E+12,1.76278E+12,Chest Fly (Dumbbell),18,,,,15,FALSE,FALSE,FALSE,1.76278E+12,,,10,10,5,
"Monday Morning: Shoulders, Chest, Biceps etc.",1.76278E+12,1.76278E+12,Tricep Extension (Dumbbell),18,,,,8,FALSE,FALSE,FALSE,1.76278E+12,,,10,10,5,
"Monday Morning: Shoulders, Chest, Biceps etc.",1.76278E+12,1.76278E+12,Tricep Extension (Dumbbell),18,,,,10,FALSE,FALSE,FALSE,1.76278E+12,,,10,10,5,
"Monday Morning: Shoulders, Chest, Biceps etc.",1.76278E+12,1.76278E+12,Tricep Extension (Dumbbell),18,,,,8,FALSE,FALSE,FALSE,1.76278E+12,,,10,10,5,
"Monday Morning: Shoulders, Chest, Biceps etc.",1.76278E+12,1.76278E+12,Bicep Curl (Dumbbell),25,,,,10,FALSE,FALSE,FALSE,1.76278E+12,,,10,10,5,
"Monday Morning: Shoulders, Chest, Biceps etc.",1.76278E+12,1.76278E+12,Bicep Curl (Dumbbell),25,,,,10,FALSE,FALSE,FALSE,1.76278E+12,,,10,10,5,
"Monday Morning: Shoulders, Chest, Biceps etc.",1.76278E+12,1.76278E+12,Bicep Curl (Dumbbell),25,,,,12,FALSE,FALSE,FALSE,1.76278E+12,,,10,10,5,
"Monday Morning: Shoulders, Chest, Biceps etc.",1.76278E+12,1.76278E+12,Hammer Curl (Dumbbell),18,,,,12,FALSE,FALSE,FALSE,1.76278E+12,,,10,10,5,
"Monday Morning: Shoulders, Chest, Biceps etc.",1.76278E+12,1.76278E+12,Hammer Curl (Dumbbell),18,,,,12,FALSE,FALSE,FALSE,1.76278E+12,,,10,10,5,
"Monday Morning: Shoulders, Chest, Biceps etc.",1.76278E+12,1.76278E+12,Hammer Curl (Dumbbell),18,,,,10,FALSE,FALSE,FALSE,1.76278E+12,,,10,10,5,
"Monday Morning: Shoulders, Chest, Biceps etc.",1.76278E+12,1.76278E+12,Row (Dumbbell),25,,,,12,FALSE,FALSE,FALSE,1.76278E+12,,,10,10,5,
"Monday Morning: Shoulders, Chest, Biceps etc.",1.76278E+12,1.76278E+12,Row (Dumbbell),25,,,,12,FALSE,FALSE,FALSE,1.76278E+12,,,10,10,5,
"Monday Morning: Shoulders, Chest, Biceps etc.",1.76278E+12,1.76278E+12,Row (Dumbbell),25,,,,12,FALSE,FALSE,FALSE,1.76278E+12,,,10,10,5,
"Monday Morning: Shoulders, Chest, Biceps etc.",1.76278E+12,1.76278E+12,Lateral Raise (Dumbell),12,,,,12,FALSE,FALSE,FALSE,1.76278E+12,,,10,10,5,
"Monday Morning: Shoulders, Chest, Biceps etc.",1.76278E+12,1.76278E+12,Lateral Raise (Dumbell),12,,,,12,FALSE,FALSE,FALSE,1.76278E+12,,,10,10,5,
"Monday Morning: Shoulders, Chest, Biceps etc.",1.76278E+12,1.76278E+12,Lateral Raise (Dumbell),12,,,,18,FALSE,FALSE,FALSE,1.76278E+12,,,10,10,5,
"Monday Morning: Shoulders, Chest, Biceps etc.",1.76278E+12,1.76278E+12,Kettlebell Halo,25,,,,20,FALSE,FALSE,FALSE,1.76278E+12,,,10,10,5,
"Monday Morning: Shoulders, Chest, Biceps etc.",1.76278E+12,1.76278E+12,Kettlebell Halo,25,,,,20,FALSE,FALSE,FALSE,1.76278E+12,,,10,10,5,
"Monday Morning: Shoulders, Chest, Biceps etc.",1.76278E+12,1.76278E+12,Kettlebell Halo,25,,,,20,FALSE,FALSE,FALSE,1.76278E+12,,,10,10,5,
Leg/shoulder,1.76186E+12,1.76186E+12,Kettlebell Front Squat,25,,,,20,FALSE,FALSE,FALSE,1.76186E+12,,,10,10,7,2
Leg/shoulder,1.76186E+12,1.76186E+12,Kettlebell Front Squat,25,,,,15,FALSE,FALSE,FALSE,1.76186E+12,,,10,10,7,2
Leg/shoulder,1.76186E+12,1.76186E+12,Kettlebell Front Squat,25,,,,15,FALSE,FALSE,FALSE,1.76186E+12,,,10,10,7,2
Leg/shoulder,1.76186E+12,1.76186E+12,Kettlebell Halo,25,,,,15,FALSE,FALSE,FALSE,1.76186E+12,,,10,10,7,2
Leg/shoulder,1.76186E+12,1.76186E+12,Kettlebell Halo,25,,,,15,FALSE,FALSE,FALSE,1.76186E+12,,,10,10,7,2
Leg/shoulder,1.76186E+12,1.76186E+12,Kettlebell Halo,25,,,,15,FALSE,FALSE,FALSE,1.76186E+12,,,10,10,7,2
Leg/shoulder,1.76186E+12,1.76186E+12,Shrug,18,,,,15,FALSE,FALSE,FALSE,1.76186E+12,,,10,10,7,2
Leg/shoulder,1.76186E+12,1.76186E+12,Shrug,18,,,,15,FALSE,FALSE,FALSE,1.76186E+12,,,10,10,7,2
Leg/shoulder,1.76186E+12,1.76186E+12,Shrug,18,,,,15,FALSE,FALSE,FALSE,1.76186E+12,,,10,10,7,2
Leg/shoulder,1.76186E+12,1.76186E+12,Lateral Raise (Dumbell),12,,,,12,FALSE,FALSE,FALSE,1.76186E+12,,,10,10,7,2
Leg/shoulder,1.76186E+12,1.76186E+12,Lateral Raise (Dumbell),12,,,,12,FALSE,FALSE,FALSE,1.76186E+12,,,10,10,7,2
Leg/shoulder,1.76186E+12,1.76186E+12,Lateral Raise (Dumbell),12,,,,12,FALSE,FALSE,FALSE,1.76186E+12,,,10,10,7,2
Leg/shoulder,1.76186E+12,1.76186E+12,Kettlebell Press,25,,,,10,FALSE,FALSE,FALSE,1.76186E+12,,,10,10,7,2
Leg/shoulder,1.76186E+12,1.76186E+12,Kettlebell Press,18,,,,10,FALSE,FALSE,FALSE,1.76186E+12,,,10,10,7,2
Leg/shoulder,1.76186E+12,1.76186E+12,Kettlebell Press,18,,,,10,FALSE,FALSE,FALSE,1.76186E+12,,,10,10,7,2
Leg/shoulder,1.76186E+12,1.76186E+12,Dumbbell Side Bend,25,,,,12,FALSE,FALSE,FALSE,1.76186E+12,,,10,10,7,2
Leg/shoulder,1.76186E+12,1.76186E+12,Dumbbell Side Bend,25,,,,15,FALSE,FALSE,FALSE,1.76186E+12,,,10,10,7,2
Leg/shoulder,1.76186E+12,1.76186E+12,Dumbbell Side Bend,25,,,,15,FALSE,FALSE,FALSE,1.76186E+12,,,10,10,7,2
Leg/shoulder,1.76186E+12,1.76186E+12,Torso Rotation Machine,,30,,,30,FALSE,FALSE,FALSE,1.76186E+12,,,10,10,7,2
Leg/shoulder,1.76186E+12,1.76186E+12,Torso Rotation Machine,,30,,,30,FALSE,FALSE,FALSE,1.76186E+12,,,10,10,7,2
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Row (Barbell),20,,,,10,FALSE,FALSE,FALSE,1.7617E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Row (Barbell),25,,,,7,FALSE,FALSE,FALSE,1.7617E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Row (Barbell),20,,,,10,FALSE,FALSE,FALSE,1.7617E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Lat Pulldown (Cable),55,,,,12,FALSE,FALSE,FALSE,1.7617E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Lat Pulldown (Cable),60,,,,12,FALSE,FALSE,FALSE,1.7617E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Lat Pulldown (Cable),60,,,,15,FALSE,FALSE,FALSE,1.7617E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Bicep Curl (Machine),50,,,,10,FALSE,FALSE,FALSE,1.7617E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Bicep Curl (Machine),50,,,,10,FALSE,FALSE,FALSE,1.7617E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Bicep Curl (Machine),50,,,,9,FALSE,FALSE,FALSE,1.7617E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Bicep Curl (Machine),30,,,,10,FALSE,FALSE,FALSE,1.76171E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Bicep Curl (Machine),30,,,,10,FALSE,FALSE,FALSE,1.76171E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Bicep Curl (Cable Bar),45,,,,10,FALSE,FALSE,FALSE,1.7617E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Bicep Curl (Cable Bar),40,,,,10,FALSE,FALSE,FALSE,1.7617E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Bicep Curl (Cable Bar),40,,,,8,FALSE,FALSE,FALSE,1.7617E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Upright Row (Cable),40,,,,12,FALSE,FALSE,FALSE,1.7617E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Upright Row (Cable),40,,,,12,FALSE,FALSE,FALSE,1.7617E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Upright Row (Cable),45,,,,10,FALSE,FALSE,FALSE,1.7617E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Cable Wood Chop,30,,,,12,FALSE,FALSE,FALSE,1.7617E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Cable Wood Chop,30,,,,12,FALSE,FALSE,FALSE,1.7617E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Cable Wood Chop,35,,,,12,FALSE,FALSE,FALSE,1.76171E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Bicep Curl (Dumbbell),20,,,,10,FALSE,FALSE,FALSE,1.76171E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Bicep Curl (Dumbbell),20,,,,10,FALSE,FALSE,FALSE,1.76171E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Bicep Curl (Dumbbell),20,,,,9,FALSE,FALSE,FALSE,1.76171E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Hammer Curl (Dumbbell),15,,,,8,FALSE,FALSE,FALSE,1.76171E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Hammer Curl (Dumbbell),15,,,,8,FALSE,FALSE,FALSE,1.76171E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Hammer Curl (Dumbbell),15,,,,8,FALSE,FALSE,FALSE,1.76171E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Row (Seated Cable),60,,,,12,FALSE,FALSE,FALSE,1.76171E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Row (Seated Cable),60,,,,12,FALSE,FALSE,FALSE,1.76171E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Row (Seated Cable),60,,,,10,FALSE,FALSE,FALSE,1.76171E+12,,,10,4,6,0
"Tuesday Evening: Biceps, Back, Shoulders etc.",1.7617E+12,1.76171E+12,Torso Rotation Machine,100,,,,12,FALSE,FALSE,FALSE,1.76171E+12,,,10,4,6,0
